price,bedrooms,bathrooms,Area_sqft
268000,3,2,11626
330000,4,2,53364
417500,3,1,10451
760000,4,2,13470
499000,3,3,4546
620000,4,3,11573
315000,3,3,11027
624950,3,3,8770
525000,3,2,16230
300000,2,2,6477
299900,4,3,11880
299000,3,3,14439
1.88E+06,4,3,26282
265000,4,2,14018
280000,2,2,161968
124740,3,1,18260
1.09E+06,3,3,41940
1.97E+06,8,4,15360
219000,4,1,7989
569950,5,1,9090
212500,2,2,24532
680000,3,2,11916
1.46E+06,4,2,11970
300000,3,1,9860
629950,3,3,4973
349900,2,2,12330
690000,4,3,11685
1.45E+06,5,4,18044
1.29E+06,3,3,19335
696000,4,4,45056
650000,3,2,64352
640000,3,4,15660
499950,5,3,29489
490000,4,3,15387
685000,5,3,12465
387500,4,1,9600
401750,2,2,3476
254950,4,2,12610
500000,4,2,41510
856500,4,3,14727
552000,3,1,8060
506500,4,3,11160
500000,3,2,8259
280000,4,3,14130
308000,3,2,14735
613500,3,3,11655
255000,3,2,12820
545000,3,3,142973
620000,4,3,39138
450000,3,2,9530
279000,4,2,10955
625000,3,3,7460
274950,3,2,10735
423000,3,2,9558
350000,2,1,7492
305000,4,2,13960
368000,3,2,15290
232000,3,2,9334
250000,4,3,6130
220000,3,2,11567
435000,3,2,5510
350000,2,1,9500
206325,5,3,13642
339000,5,3,13642
399000,4,3,11205
529000,2,1,10207
640000,4,3,12902
735000,4,3,6290
378000,5,3,11235
775000,3,2,11780
2.25E+06,3,4,17220
1.35E+06,4,5,12220
380000,4,3,15790
624900,4,3,15790
379770,3,3,4719
340000,3,2,18640
515500,4,3,13786
600000,4,2,11075
400000,1,1,63994
364000,4,1,13693
440000,4,3,11756
285000,2,1,8570
669000,3,1,7590
475000,4,2,17038
747000,2,1,6550
317000,3,2,7870
390000,2,1,11014
1.07E+06,4,3,9400
1.21E+06,4,3,9590
580000,3,2,8320
518000,4,3,14384
147500,3,2,8572
555000,4,2,12325
427500,2,2,3114
1.74E+06,3,3,40213
265950,3,3,7390
247500,2,1,7736
244000,4,1,11570
578550,3,3,11052
451000,4,3,6635
489000,2,2,7380
190000,2,1,1167184
475000,3,3,23710
485000,3,2,6920
530000,3,3,50618
379000,4,3,15495
1.63E+06,5,3,23413
739000,3,2,9430
189950,3,1,8300
637500,4,3,9118
2.23E+06,3,3,23410
209950,3,1,11830
460000,3,1,9180
543500,4,3,10805
376000,4,3,10613
430000,3,2,4553
515000,4,3,43479
580000,7,3,6050
600000,5,4,23546
476800,3,2,47670
815000,3,2,7090
455600,3,3,13092
270000,3,1,11534
1.20E+06,5,4,7040
525000,2,2,6280
242000,3,2,12395
715000,4,3,35800
475000,3,3,7718
370000,4,3,10101
788600,4,3,14620
160000,2,1,15050
800000,5,2,505016
520000,4,3,9405
725000,3,2,7670
335000,4,1,10360
919000,4,3,24283
425000,3,3,19449
420000,5,3,18325
905000,4,3,54699
435000,2,1,10830
438000,3,3,6241
725000,4,3,12805
840000,4,2,8370
425500,3,3,6572
853505,3,3,21450
398000,2,1,13555
418500,3,3,8519
826000,3,2,9450
742000,4,3,17336
180000,4,1,21821
286000,4,2,13000
421200,3,3,6150
390000,3,3,19101
739000,4,3,12267
499900,4,3,15876
670000,3,2,19205
842500,3,2,9526
492500,2,2,83600
836500,3,3,11660
334000,2,1,4288
179900,3,1,12200
563000,3,2,8179
310000,3,3,10290
335000,4,2,12857
499950,4,2,12857
658500,2,1,7921
297000,2,2,4510
725000,6,2,8490
780000,3,2,86827
252500,3,1,8767
330000,3,3,3345
525000,3,3,14380
365000,2,2,10050
500000,4,3,13304
179950,3,1,6755
440000,3,2,36459
145000,1,1,11780
331000,4,3,10259
780000,3,2,6570
855000,3,2,7780
225000,3,2,11039
199000,3,1,11790
550000,3,2,40700
1.43E+06,4,4,13120
805000,3,2,9270
261000,3,2,32908
347000,3,1,11568
390000,3,2,13360
436000,4,3,8999
1.80E+06,5,3,27345
557000,3,3,4717
135000,3,1,11670
425000,3,3,18286
648752,3,2,14353
1.39E+06,4,3,27031
630100,4,3,15036
739000,4,3,251664
269000,3,2,5175
250000,3,1,7398
475000,5,3,10838
290000,1,1,7350
219000,3,1,13189
416000,2,1,8780
179000,2,1,10734
302000,4,3,12940
565000,4,2,12881
281700,3,1,11916
480000,2,1,6970
775000,4,3,21558
375000,3,2,14054
345000,3,2,16640
300000,3,3,14025
364950,4,3,6962
410000,3,3,12869
231000,3,2,12037
445000,3,2,12582
530000,2,3,4344
353500,3,3,3502
209950,3,2,13890
650000,3,2,11350
325000,2,1,6199
257000,3,2,13116
337000,4,3,10170
541000,3,3,7528
577500,3,3,15559
560000,3,3,10068
979700,5,3,11120
750000,5,3,12830
407500,2,1,5181
530000,4,2,8104
235000,4,2,13180
715000,4,3,7100
795000,5,3,15270
465000,4,3,13683
287600,3,3,11741
630000,6,3,14268
445000,3,2,9699
490000,4,2,20680
565000,3,2,8470
330000,3,3,5324
463000,4,3,10130
1.87E+06,5,4,23195
219500,3,1,8970
622200,3,2,10300
474800,2,3,4043
465000,4,3,13642
389950,3,2,12729
650000,4,3,24984
395000,3,2,5506
304500,4,3,9492
307000,3,1,10684
485000,3,3,9660
1.56E+06,5,3,23730
650500,5,4,16732
960000,4,3,15955
710000,3,3,13950
540000,3,3,27661
601000,4,2,7600
463828,5,2,19572
293000,4,1,10568
597500,3,3,9820
240000,2,1,48572
284000,3,2,26313
440000,4,2,14970
340000,3,2,11166
363000,3,2,11166
270000,2,1,5910
365000,4,3,11680
428000,3,2,5320
600000,3,2,63099
405000,3,3,13100
339900,4,3,14158
275000,3,1,13950
361600,2,1,8730
325000,6,2,18850
1.05E+06,3,2,8177
959750,4,3,55802
210000,3,1,10272
258000,3,2,11459
468000,3,2,13508
710000,4,4,7220
268000,3,1,8900
115000,2,1,9302
500000,3,3,8617
431000,3,3,76612
241500,3,2,10349
300000,3,1,15270
982000,4,3,15729
248500,3,3,10193
665000,4,3,11206
1.22E+06,3,3,23519
380000,2,1,6190
220000,3,2,11188
631500,4,2,9490
386100,3,2,9580
1.05E+06,4,5,9896
650000,2,2,6760
545000,4,2,57658
870000,4,3,17531
380000,3,2,11551
265000,2,1,11203
645500,2,1,8762
570000,3,2,5800
1.20E+06,4,3,19278
605000,2,1,6550
199500,3,1,11920
445000,2,1,7170
495000,4,2,7400
594000,4,2,8860
465000,3,2,8600
160000,2,1,15647
340000,4,3,11309
870000,4,2,47537
249000,3,2,7240
500000,4,2,11221
220000,3,2,18920
368500,5,2,13940
439950,4,2,19520
179900,3,2,14780
490000,4,3,9087
425000,4,2,15720
533300,4,3,27076
447500,4,2,6742
768000,5,3,19170
285000,3,2,9670
336900,3,2,123881
415000,4,2,10976
500000,3,2,7729
337000,4,3,11982
419950,4,3,11240
290000,4,3,11952
349950,2,2,7276
330000,3,2,7690
965000,4,2,41250
515000,3,3,12051
665000,4,3,22938
265000,3,2,9169
545400,3,2,24910
350000,4,3,10833
260000,2,2,3376
2.51E+06,3,3,65970
355000,3,2,12441
879000,3,3,10096
833000,4,4,14028
261590,2,1,8217
512500,3,3,5980
600000,2,2,6820
417500,5,3,10804
970000,5,3,21695
316000,3,2,10899
397500,4,3,14742
1.35E+06,3,3,10590
840000,4,3,17067
270000,2,1,84581
312900,4,3,7933
325000,2,1,9188
680000,3,2,7344
763000,4,3,13703
375000,1,1,536200
475000,3,3,6670
219000,2,3,3009
415000,3,2,13334
90000,2,1,9780
220000,2,1,9780
616000,3,2,10360
269500,2,1,76922
395350,2,1,8274
770000,4,3,11280
840000,4,3,49696
428950,2,1,7551
800000,4,4,13666
401000,4,1,9863
303697,4,2,11894
355000,3,1,11818
350000,2,1,6860
754999,4,3,15173
982218,3,2,10670
406500,3,2,12871
1.65E+06,4,3,216964
565000,2,2,6080
160000,2,1,6422
220000,3,1,8870
1.28E+06,5,4,18806
970000,5,3,9990
115000,3,1,8400
124000,3,1,8400
157000,3,1,8400
183000,3,1,6940
527000,4,3,11723
407193,4,2,18283
970000,4,3,10230
535000,4,3,9250
245000,3,2,16625
337000,3,2,15850
630000,3,2,9350
320000,3,2,12760
228500,3,1,9736
293000,3,3,11467
447000,3,1,9590
226500,3,2,14082
436000,3,2,11620
451000,3,3,9246
315000,3,1,65270
450000,2,1,10040
635000,3,2,9280
292500,2,1,19840
329900,3,3,9375
531000,2,2,10060
725000,3,2,18730
355300,3,3,10480
280000,3,3,13452
1.10E+06,4,3,14863
605004,4,2,7380
260000,2,1,7530
748000,4,3,10209
776000,2,2,9640
425000,4,1,8375
230000,4,1,18223
418000,3,2,15545
440000,4,3,33584
858450,5,3,14827
390000,3,2,15773
957000,4,3,7896
507000,3,1,8860
575000,2,1,7430
700000,3,2,7230
239950,2,2,3598
253000,3,1,11300
540000,4,1,7077
1.55E+06,3,4,12230
805000,4,3,45865
920000,4,3,8230
496600,3,3,9412
246000,3,2,13450
350000,5,3,11920
585000,3,2,7722
450000,3,2,14150
746000,3,3,14420
598555,3,3,13960
820000,3,3,16571
266500,3,2,8940
370000,2,1,110850
625000,3,3,7556
243500,4,2,9420
340000,2,1,7689
559950,5,3,13399
315000,3,3,18686
753000,3,3,230173
800000,3,3,7020
550000,3,2,8371
465000,3,2,17210
465000,3,2,9262
710000,4,2,12148
505000,3,3,14692
690000,3,2,20960
217500,2,2,10900
500000,2,1,6420
325000,2,2,9136
500000,4,2,16356
721500,3,3,240728
924000,3,2,10060
2.01E+06,6,5,35796
345000,2,2,2994
825000,4,4,18746
560000,3,2,101136
599000,3,2,19630
211000,3,2,10320
425000,4,2,24190
750000,4,3,14180
479000,3,3,6662
612500,4,3,15923
605000,5,2,40400
1.36E+06,4,3,14180
389900,3,3,63691
710000,4,3,10930
295000,3,3,11944
275250,3,2,10129
250000,4,3,9380
709000,3,2,22960
399500,4,2,7520
225000,3,3,12952
500000,3,3,8098
364900,3,3,13094
356000,3,2,10020
616750,3,2,50943
755000,3,3,12040
327500,2,1,10193
605000,3,2,14179
179950,4,2,7470
633000,5,3,37820
349950,4,2,18854
1.08E+06,3,3,10910
425000,3,3,17817
990000,3,3,10940
410000,3,1,23860
590000,3,2,13980
242000,3,2,10560
775000,3,2,17868
680000,4,2,10150
217000,3,3,6530
395000,3,3,7603
572500,3,2,13851
559900,5,3,10540
845000,3,2,9480
241000,3,2,10541
1.33E+06,3,2,10704
475000,3,2,5795
575000,2,2,8680
455000,4,3,122468
839000,3,3,209825
475000,4,2,13360
600000,2,1,10917
515000,2,1,8620
425000,3,2,12120
565000,4,2,7295
498000,2,2,11072
739000,4,3,8460
355000,2,2,6710
263000,3,2,11245
375000,4,2,9464
322000,3,2,16631
325000,2,1,6980
290000,2,1,6960
809950,4,3,12571
969500,3,3,7785
665000,4,3,48631
635000,5,4,21222
272450,3,2,10622
427000,4,2,13030
261500,3,1,11084
488800,4,2,14005
340000,2,1,7270
398950,4,3,15817
217000,3,1,7090
799000,4,3,100615
160000,4,1,9800
447000,3,1,11630
765000,3,2,10830
1.32E+06,4,4,45370
445000,4,3,13451
310000,3,1,8635
380000,2,2,10931
325000,4,1,11265
345000,4,3,11732
300000,3,1,6790
530000,4,2,53671
583500,4,2,53671
410000,2,1,13365
535000,2,2,8890
2.05E+06,4,3,25979
345000,4,3,9283
539000,5,1,15167
590000,4,3,18220
187000,2,2,5126
270000,3,2,12963
546000,2,1,8720
520000,3,2,3986
515000,5,2,9820
990000,3,3,10460
382000,2,1,12662
1.21E+06,3,2,18010
900000,4,4,10190
675000,3,3,10440
460000,2,1,6140
234000,2,1,7515
399000,3,1,9871
253500,3,2,15200
475000,3,2,16122
740000,5,4,10300
799000,3,3,8742
390000,4,3,7704
421000,2,2,13865
296500,3,3,9393
895000,4,2,7648
386000,4,3,16477
424000,3,1,17622
749000,3,1,7860
523000,3,1,11821
389000,4,3,12967
270000,4,2,18550
275000,3,1,29855
287500,4,3,10964
345000,2,3,220644
427000,2,1,6270
508450,4,2,12630
705000,3,2,9400
550000,1,2,45420
380000,3,2,14123
539900,3,3,9163
330000,2,1,9730
455000,2,1,8270
510000,4,4,17825
315000,3,2,17845
206000,3,1,9580
592500,4,3,12430
744000,3,3,11942
334500,3,3,7794
886000,4,2,8910
600000,4,3,18640
850000,3,2,106810
550000,3,2,8750
184900,2,1,7460
245000,3,2,10734
370000,2,1,8332
480000,4,3,14870
579000,3,2,7539
339275,3,2,10440
425000,3,3,545382
170000,3,2,13520
950000,4,3,14284
623000,4,3,14905
477000,3,3,4753
330000,3,1,11920
600000,3,2,8160
570000,3,2,6718
515000,4,3,12398
805000,4,2,14039
555000,4,3,29754
245000,3,2,13198
638150,4,3,11835
1.65E+06,4,5,25085
269950,4,3,17170
195000,3,2,7675
159100,2,1,9035
550000,3,1,8390
299000,2,1,7030
1.38E+06,4,4,9130
249500,2,1,6260
700000,4,1,9080
275000,4,1,28914
565000,3,2,13328
425000,4,2,15197
620047,4,2,9800
480000,3,2,17232
515000,3,2,17232
420000,4,3,29583
610000,5,3,29550
849000,4,2,12620
718000,3,2,7336
295000,3,2,12340
871000,5,2,10610
430000,3,4,12850
440000,4,3,15140
405000,2,1,8440
340000,3,2,13900
675000,4,3,10239
480000,3,1,7485
362500,5,2,12466
752888,3,3,14050
255000,4,2,11543
283700,1,2,13320
335000,4,3,10560
285000,3,2,22556
278000,4,2,12308
731000,5,3,14970
335000,3,2,18230
334200,3,2,48952
642000,6,1,7365
540000,4,2,7890
299000,3,3,83233
560000,3,2,7735
852000,5,3,7560
306000,2,1,7920
440000,3,2,10920
517000,4,1,12140
379000,2,1,8100
360000,2,1,8758
645000,4,2,8390
217000,2,1,6320
255000,2,1,6000
625000,3,3,16924
680000,3,2,12140
440000,3,2,33935
615000,5,2,17120
239000,3,1,8930
462500,3,3,112586
619400,4,2,7360
975000,6,3,59470
330000,2,1,5760
985000,4,3,44882
430000,2,1,8654
2.46E+06,4,5,23756
778000,3,2,9230
219000,3,2,9930
1.60E+06,4,3,18661
715000,4,2,12212
950000,4,3,21963
425000,2,1,7846
239000,3,1,18042
310000,1,1,11462
400000,2,1,9950
428000,2,2,48210
600000,3,1,7380
415000,4,4,13280
401000,2,1,11380
292000,3,2,10636
291750,3,2,15735
227000,3,2,11175
675000,3,2,18289
397500,3,2,3680
206000,2,2,12117
1.19E+06,3,4,9503
360000,4,2,53518
427500,4,3,8329
115000,2,1,8250
559000,3,2,9226
420000,4,1,4571
550000,4,2,44570
282150,2,1,7710
260000,3,1,5390
428000,3,3,7776
319950,3,3,4265
1.35E+06,3,2,14670
552000,2,1,7613
637000,4,3,6657
213000,4,2,12960
215000,3,1,9220
590000,3,2,10320
390000,4,3,48250
287000,4,2,16187
580000,5,3,16520
424000,3,2,8862
610000,4,3,10520
1.32E+06,4,3,19223
623500,4,3,6210
260000,2,1,84503
906000,3,3,5280
330000,3,2,14313
275000,2,1,9648
290000,3,1,11090
599950,2,1,7165
550000,4,3,42359
289000,3,2,6669
411000,4,3,14045
826000,3,3,8410
400000,4,2,17790
342000,3,3,5706
475000,2,2,6810
1.21E+06,4,4,10200
455000,4,3,13538
850000,4,3,8940
185000,3,1,9230
850000,6,3,29210
239900,4,2,22220
765000,5,4,20595
437000,3,2,21858
240000,3,2,13000
395000,2,1,10798
320000,3,1,10432
525000,3,2,11160
260000,3,3,13203
450000,3,3,45004
560000,4,3,12569
310000,5,3,9221
440000,3,3,11292
458450,4,1,12635
200000,3,1,13283
430000,3,2,10637
360000,3,1,12940
311000,4,3,15185
615000,3,3,4092
575000,3,2,14666
2.03E+06,4,4,30778
430000,3,2,6965
400000,3,2,7510
340000,3,2,13910
351000,1,1,9120
440000,4,3,12478
298000,4,3,16118
300000,4,2,12525
310000,3,2,6186
500000,4,3,14674
399900,3,1,4064
343000,3,3,5199
415000,2,2,4461
410000,3,3,19357
320000,2,1,14837
1.99E+06,5,3,12700
253000,2,1,9838
630000,3,3,37702
216000,2,1,14900
540000,3,3,15210
212000,3,2,15583
300000,3,3,17262
969950,3,3,8360
715000,3,1,11230
1.32E+06,5,3,24837
1.44E+06,4,3,14617
305000,3,1,7410
458000,3,4,4579
275000,3,2,11535
550000,3,3,8210
742000,3,3,3784
700000,3,1,7210
640000,4,3,10723
352000,3,1,9650
301500,3,1,10629
630000,4,3,14260
340000,3,3,11965
477500,4,2,13024
285000,3,3,11050
255000,3,3,19657
315000,3,3,11472
830000,6,3,13416
539950,3,2,5178
980000,3,2,9260
735000,4,3,14339
536000,5,2,14490
575000,3,2,8050
500000,2,1,6810
285500,4,2,11870
498000,4,3,11395
412000,2,1,8162
607000,4,3,12480
199000,3,1,11002
492500,4,3,23536
585000,4,3,15818
326995,3,3,9121
372500,4,2,13470
528000,2,1,43332
400000,3,2,35869
344000,4,3,12731
409950,4,3,12023
625000,3,2,7800
304950,3,2,11720
381500,2,2,39793
215000,3,2,16549
345000,5,2,17880
363000,3,1,24640
240000,3,1,23453
548050,2,2,9309
314000,2,1,6310
800000,4,3,23139
400000,5,2,10220
247000,1,1,5570
540000,2,2,7000
410000,4,3,18923
525000,3,2,13306
820000,4,3,10197
1.25E+06,4,2,21925
244000,2,1,12710
275000,1,1,6120
577000,2,2,26920
446950,5,3,12015
457000,3,3,10424
320000,4,2,139834
210000,3,2,12054
220000,4,3,13000
589000,3,2,13300
435000,4,2,7390
375000,3,1,13988
1.74E+06,4,4,15534
545000,2,2,8911
970000,3,2,15260
705000,2,2,11065
915557,5,3,18196
259000,4,2,12330
1.70E+06,2,2,9150
427000,3,2,11930
390000,2,1,5700
363000,3,3,12460
612000,4,3,8256
380000,4,2,13766
230000,4,3,9503
580000,3,2,5660
770000,3,1,7710
207200,4,2,10780
525000,3,2,14920
925000,3,3,12299
883000,4,2,8230
455000,4,3,6382
343500,3,3,9324
244000,2,1,10500
397000,3,2,15010
180500,2,1,7010
310000,3,3,10876
315000,4,3,9009
718000,3,1,8218
279950,3,2,10797
689000,3,3,14252
828000,4,3,16911
150000,2,1,10250
505400,3,2,6420
1.68E+06,5,3,32623
217450,3,1,7480
677000,4,3,9554
361000,2,3,51937
620000,3,3,11497
176000,3,2,8449
330000,3,1,9758
290000,3,3,11595
711000,4,3,15072
295000,3,2,10570
1.10E+06,5,3,20130
257500,3,2,9678
240000,4,1,19610
645000,4,3,13635
499000,2,2,5140
321000,3,1,12106
449000,3,3,4938
515000,3,3,8700
456000,4,2,16635
865000,3,4,225376
515500,4,3,13540
576925,4,3,11090
243000,3,2,13406
253400,3,2,11310
292000,3,3,7200
271500,3,3,11375
765000,2,3,11070
375000,3,3,4290
382880,3,2,12846
852500,3,3,15130
475000,3,2,11418
462000,3,2,5060
762400,3,2,19787
330000,4,2,11320
473000,3,2,16516
550000,3,2,11560
449500,3,2,11120
744000,4,3,19729
700000,4,2,9430
511100,4,3,15700
317950,3,3,8680
542950,3,3,44578
490000,3,2,15200
760000,4,4,8870
475000,3,2,12209
1.70E+06,5,5,33366
435000,3,3,11225
399000,3,3,7530
627000,3,2,7440
346500,4,3,9170
412000,3,2,11040
845000,4,3,46981
373000,3,2,12985
725000,4,2,14222
376000,6,3,15712
552500,3,1,7340
365000,5,2,23070
700000,4,3,51773
315000,4,2,14056
262500,4,2,8190
660000,3,2,10350
340000,4,3,12691
660500,5,3,10650
280000,1,1,4290
267000,1,1,4770
230000,2,1,28801
417000,3,2,15393
252000,3,1,12580
791000,5,2,8914
415000,1,1,6304
339000,3,2,15988
158000,3,1,12807
535000,3,1,7990
818900,3,1,6480
550000,4,2,7070
240000,2,1,10677
590000,3,3,4230
369300,3,2,24650
510000,4,3,123706
542500,3,3,14066
262500,3,1,10304
900000,6,3,8730
1.10E+06,4,4,49186
368000,3,2,18180
825000,4,4,12449
343500,3,2,11549
273500,4,1,8590
1.00E+06,3,3,10094
770000,5,3,9720
400000,3,2,6438
225000,3,1,10530
345000,4,1,21700
450000,3,3,12926
334850,2,1,7815
605000,5,3,15000
760000,5,4,20850
390000,2,2,16210
488000,3,3,9710
3.30E+06,3,3,49330
1.06E+06,5,5,21865
608000,3,2,222540
1.39E+06,3,2,10800
299950,2,1,5440
818000,3,3,8410
355000,3,3,14501
1.86E+06,5,3,18340
660000,3,3,6460
2.37E+06,3,2,24510
1.21E+06,4,3,42470
255950,3,3,7116
475000,3,2,14252
362950,4,2,163835
452000,3,2,11922
315000,3,2,12060
330950,3,3,6084
535000,5,2,54522
479000,4,2,13504
340000,3,3,3642
312000,4,2,11852
305000,3,2,9340
270000,3,3,10876
529999,3,3,4844
587100,2,1,9857
459800,3,2,19031
451000,4,2,11160
2.48E+06,3,3,10967
525000,3,2,439660
250000,2,1,29401
475000,5,2,10090
235000,4,2,14915
230000,3,2,12298
581000,4,1,5416
415000,3,1,12020
522500,3,1,12020
383000,3,2,11055
315000,3,2,12499
591000,3,2,6650
750000,4,2,17660
430000,3,2,7963
712000,4,3,37816
510000,3,3,58548
480000,2,1,6990
538000,3,1,10090
464000,2,3,6710
476000,3,3,6880
349500,3,2,19605
270000,3,2,11892
740000,3,3,23900
395000,4,3,13536
498000,3,3,7728
339900,3,3,7645
539000,3,3,16359
400000,3,1,13024
225000,3,3,15775
330000,3,2,7090
1.39E+06,3,3,10930
490000,3,3,36310
260000,4,3,11020
469900,4,3,14643
493000,6,2,7771
740000,4,2,51585
148900,4,2,8980
475000,2,3,17557
415000,2,1,6280
229500,3,1,8470
1.36E+06,5,4,24150
385000,4,3,14905
230000,3,2,15401
425000,2,1,5240
189900,2,1,6189
238000,2,1,8280
968060,4,3,21870
921000,4,2,13516
380000,5,2,11230
285000,1,1,58164
449000,4,3,9360
625000,4,1,9000
318989,4,2,13190
445000,3,2,3886
750000,3,1,11109
959000,3,3,18925
330000,3,3,14002
425000,2,2,3681
280000,3,1,9793
476500,4,3,54445
556000,3,2,7690
1.86E+06,4,5,328087
637000,4,4,74890
405000,3,2,9411
397000,5,1,9517
895990,4,3,13745
259000,3,2,18066
420000,2,1,114554
518000,3,3,5136
425000,3,2,10862
182500,2,1,16060
549900,3,2,5851
445000,3,2,20503
452000,2,2,9120
715000,5,2,10390
559000,3,3,9070
3.30E+06,5,6.25,33918
250000,4,2,10920
1.23E+06,5,4,12606
276500,4,2,132347
440000,4,3,12686
543200,6,2,20940
250000,1,1,6520
625000,4,3,12870
530100,3,1,6439
549900,2,2,3236
430000,4,2,9654
835000,3,3,13136
409500,4,3,17500
329000,4,3,9965
940000,4,3,7810
539950,3,2,6000
579950,4,3,219134
881000,5,3,8825
362500,3,1,7934
243950,2,1,38300
658000,4,3,12676
218250,3,2,12044
655000,4,3,18324
255000,3,2,10649
215000,3,1,10025
1.27E+06,3,2,10867
2.92E+06,4,5,32560
424305,3,3,8970
494000,4,2,8060
560000,4,3,8233
130000,3,1,11490
468000,4,3,180538
480000,5,3,19915
475000,3,2,7114
285000,4,2,11881
765000,5,3,10300
208000,2,1,8070
372000,3,3,10340
470000,2,1,7682
451000,5,3,13455
442200,4,2,11672
330000,4,3,13380
335000,3,2,8070
280000,3,2,16529
625000,3,2,10010
345000,3,3,7354
255950,4,1,14520
570000,4,1,9190
685000,3,2,12988
273148,3,2,10760
246500,3,3,10676
349950,5,3,10976
545000,4,2,5650
403000,3,3,4279
299950,4,3,8474
792000,3,3,19390
418000,5,3,13495
332500,4,1,11082
337000,3,3,47255
212000,2,1,9786
542000,2,2,6419
622500,4,3,13837
260000,3,2,11761
525000,3,2,43140
975000,5,4,44141
1.14E+06,4,2,12540
500000,3,1,13319
554000,5,2,15701
343000,4,3,9330
515000,2,2,17729
492000,2,1,8822
655000,4,3,12682
290000,3,3,10148
952500,4,2,9575
235000,2,1,9730
323000,3,2,10560
1.05E+06,3,3,6060
265000,0,1,215748
200000,2,1,12230
419995,3,2,11160
1.50E+06,3,3,15275
455000,3,3,11009
660000,3,4,43632
319000,3,1,15603
390000,3,2,255089
718500,3,2,10250
474000,2,1,5320
615750,4,2,10190
551000,3,3,21292
230000,3,2,10210
790000,4,3,16688
1.23E+06,3,3,6267
325000,3,2,9583
705000,4,3,11647
259000,4,2,11826
306000,3,2,11250
315000,3,1,8958
392500,3,1,10180
1.07E+06,4,2,18780
350500,2,3,4205
825000,4,4,15552
235000,4,1,9050
650000,3,2,262245
675000,4,3,7260
265000,4,1,11925
822500,2,1,10938
705000,3,3,8380
2.63E+06,6,5,15670
685000,2,2,4236
630000,4,2,7910
1.25E+06,4,3,30886
359000,4,3,15135
784500,4,5,22706
850000,3,2,13610
410000,3,3,11744
252000,4,2,10700
618000,5,2,22355
265000,3,1,6990
465000,3,2,11479
240000,2,1,8922
217000,3,1,14490
415000,4,2,8180
274000,2,2,11392
420000,5,3,10257
1.06E+06,4,3,9180
1.42E+06,4,5,53520
618500,3,2,8600
295000,3,2,14140
400000,3,2,15102
595000,3,3,11157
1.73E+06,4,3,27350
261000,3,2,10406
780000,5,3,6870
589000,3,2,8340
230000,3,2,11965
690000,4,4,8007
524000,4,2,19771
380000,2,3,3507
357500,3,1,6560
330000,3,2,15757
635000,5,2,8970
934000,9,3,9760
358500,2,2,3645
401000,3,2,9807
270000,3,2,11650
705000,4,2,10120
325000,3,2,20401
384950,3,1,10500
310000,3,1,12410
829950,4,3,49395
353000,3,3,10651
170500,2,1,10130
885250,4,3,56368
2.70E+06,4,3,15030
245000,3,2,12126
469000,3,3,3890
455000,3,1,6260
305000,4,3,10489
840000,7,5,44707
905000,5,4,16595
219200,3,2,10220
455000,3,2,10704
195000,2,1,10320
799000,3,1,7828
285000,2,1,10305
300000,3,2,17623
83000,2,1,11540
220000,2,1,6704
174500,2,3,5359
695000,4,3,16200
255000,3,2,13720
539000,5,2,11765
552700,2,1,5010
571500,3,1,9640
263700,3,1,9101
3.30E+06,8,4,23670
186950,2,2,4082
520000,3,2,57158
358000,3,2,9784
210000,2,1,51738
3.65E+06,5,4,17904
543000,4,2,12437
330000,4,2,14329
529000,3,2,6810
295000,1,1,4540
365000,3,1,11010
473000,3,3,3851
403500,3,1,11694
544000,3,2,11953
621000,3,1,6850
672600,3,2,8690
689800,2,2,6225
613000,3,2,8070
808000,4,2,13996
301000,3,1,12201
340000,3,2,12395
206000,3,1,10580
550000,3,2,8930
325000,2,1,7200
475000,3,3,11306
432100,3,2,11050
359000,3,2,11845
490000,3,1,7090
648360,4,2,11595
340000,3,2,16206
545000,3,2,11189
115000,2,1,9860
705640,3,2,17365
300000,3,2,5305
1.65E+06,4,3,20694
1.14E+06,4,4,9540
280000,3,2,10210
245000,4,2,11440
564000,4,1,7190
849000,3,2,8924
698000,3,2,10007
319000,3,1,10836
1.45E+06,3,4,22330
695000,4,4,26620
680000,4,3,9070
287500,4,2,16390
465000,3,3,4900
335000,3,1,17082
602000,4,2,43000
482000,3,3,11895
220000,5,1,10552
206000,4,2,9045
1.10E+06,4,3,11480
491150,3,3,7091
390000,4,3,17718
393000,4,3,13373
635000,4,2,13127
490000,2,1,7910
770000,4,4,7272
665000,2,2,7675
287000,3,1,29642
410000,3,1,9640
562000,3,2,8700
475000,2,2,58270
387500,3,3,5938
580000,5,2,15615
930000,3,3,13320
625000,3,2,23853
325000,3,2,9180
235000,3,2,12482
450000,2,1,7160
745000,4,3,10020
223000,4,2,10780
630000,4,2,15718
413450,3,3,4694
720000,5,3,11219
339000,3,2,25120
1.12E+06,4,4,9170
839000,5,4,18667
2.95E+06,4,3,33500
568000,4,2,55043
269000,3,2,13647
382000,2,2,5710
574000,2,2,3444
405000,3,3,8997
572000,3,3,14578
675000,4,2,17710
165000,4,1,10410
260000,4,1,10410
196000,3,1,9519
515000,3,3,18184
810000,4,4,13226
365650,4,2,12180
651000,3,3,6354
240000,2,1,7785
299000,3,2,9737
768000,3,3,16388
397380,2,1,7322
476000,4,3,11955
315000,3,1,7510
240000,3,2,10250
325000,2,1,6290
160000,3,2,10906
